"_time","ac_power","total-cpu-utilization","total-disk-accesses","total-disk-blocks","total-disk-utilization","total-instructions_retired","total-last_level_cache_references","total-memory_bus_transactions","total-unhalted_core_cycles"
"20:51:01 2008-Apr-22","225.0","19.24",0,0,0,477982485,33090088,1239767,478757235
"20:51:02 2008-Apr-22","225.0","26.00","1.94","23.3","2.72",608362938,34553192,1651284,556547102
"20:51:03 2008-Apr-22","225.0","12.19",12,144,"7.2",525093357,36393698,1362085,513984743
"20:51:04 2008-Apr-22","227.0","12.79",0,0,0,515650825,35723339,1325821,504945588
"20:51:05 2008-Apr-22","226.0","16.19",0,0,0,630743304,36122874,1704263,568319515
"20:51:06 2008-Apr-22","225.0","12.79",0,0,0,544318762,37740629,1409793,533888753
"20:51:07 2008-Apr-22","227.0","20.37",7,56,"4.4",516391865,35771756,1342896,518157617
"20:51:08 2008-Apr-22","226.0","21.20","11.88","134.65","7.13",534570418,37023155,1377097,531207173
"20:51:09 2008-Apr-22","225.0","19.64",0,0,0,535143529,37069193,1385391,528605622
"20:51:10 2008-Apr-22","225.0","19.64",0,0,0,516855208,35786774,1331194,515965489
"20:51:11 2008-Apr-22","225.0","20.38",0,0,0,534420239,37027359,1391029,533259498
"20:51:12 2008-Apr-22","225.0","20.44","5.83","46.6","3.5",535507406,37107611,1396646,536541391
"20:51:13 2008-Apr-22","225.0","19.45","14.89","170.21","7.66",516377434,35748030,1342169,516637517
"20:51:14 2008-Apr-22","225.0","20.44",0,0,0,535050381,37064153,1383239,527487173
"20:51:15 2008-Apr-22","225.0","20.10",0,0,0,525900393,36423316,1368225,516220818
"20:51:16 2008-Apr-22","226.0","19.64",0,0,0,526338171,36432588,1371372,516140714
"20:51:17 2008-Apr-22","226.0","20.80","5.88","47.06","3.92",536085375,37118432,1405085,528892787
"20:51:18 2008-Apr-22","227.0","19.73",16,176,"8.4",529926538,36710858,1375556,530461496
"20:51:19 2008-Apr-22","226.0","19.45",0,0,0,521480875,36119873,1356369,522046446
"20:51:20 2008-Apr-22","226.0","20.44",0,0,0,535113448,37073615,1381513,527977673
"20:51:21 2008-Apr-22","225.0","19.73",0,0,0,535025351,37065758,1388684,534655725
"20:51:22 2008-Apr-22","227.0","19.73",4,32,"2.8",516141294,35742524,1333292,516086369
"20:51:23 2008-Apr-22","225.0","20.28",12,160,8,534891960,37074562,1387381,532423269
"20:51:24 2008-Apr-22","226.0","19.64",0,0,0,534791051,37037750,1372622,533427453
"20:51:25 2008-Apr-22","226.0","19.64",0,0,0,519630998,35994234,1344443,519351455
"20:51:26 2008-Apr-22","225.0","20.28",0,0,0,531258774,36807545,1369159,530573179
"20:51:27 2008-Apr-22","226.0","19.82","4.85","38.83","3.5",535369648,37073156,1395410,529343602
"20:51:28 2008-Apr-22","225.0","20.44","15.84","277.23","6.34",531721879,36845982,1371500,531394495
"20:51:29 2008-Apr-22","226.0","20.42",0,0,0,519280960,35964959,1344110,515220451
"20:51:30 2008-Apr-22","225.0","20.53",0,0,0,534827960,37039500,1375120,533389315
"20:51:31 2008-Apr-22","225.0","19.44",0,0,0,516129941,35758819,1340736,517779079
"20:51:32 2008-Apr-22","225.0","20.53",2,16,"2.4",535124907,37071732,1388207,536000873
"20:51:33 2008-Apr-22","226.0","19.44","11.88","142.57","7.13",516098147,35740531,1337571,516779658
"20:51:34 2008-Apr-22","225.0","20.44",0,0,0,534844988,37059672,1376234,534330735
"20:51:35 2008-Apr-22","225.0","19.44",0,0,0,515959515,35731591,1333559,515931760
"20:51:36 2008-Apr-22","226.0","20.53",0,0,0,534953646,37065995,1379793,534762255
"20:51:37 2008-Apr-22","225.0","20.53",1,8,"2.4",516293833,35774115,1343833,517542353
"20:51:38 2008-Apr-22","226.0","19.44","13.73","156.86","7.45",534366206,37001136,1382063,524819659
"20:51:39 2008-Apr-22","225.0","19.97",0,0,0,526711511,36468585,1367274,515896629
"20:51:40 2008-Apr-22","227.0","19.64",0,0,0,532312913,36865209,1375658,521271152
"20:51:41 2008-Apr-22","226.0","20.01",0,0,0,529014020,36627352,1373999,517772565
"20:51:42 2008-Apr-22","226.0","20.44","1.9","15.24","2.67",525813024,36405419,1356746,514507501
"20:51:43 2008-Apr-22","226.0","19.17","12.5","138.46","7.31",532898621,36895650,1381026,522286917
"20:51:44 2008-Apr-22","227.0","20.81",0,0,0,528249308,36564975,1356367,516074088
"20:51:45 2008-Apr-22","227.0","19.64",0,0,0,526355633,36455197,1360876,515393938
"20:51:46 2008-Apr-22","225.0","20.01",0,0,0,534806944,37027380,1380400,524156065
"20:51:47 2008-Apr-22","226.0","19.08","6.93","55.45","4.36",527160141,36291435,1401779,521696065
"20:51:48 2008-Apr-22","226.0","20.81","13.59","155.34","7.38",529931038,36630976,1401214,524839051
"20:51:49 2008-Apr-22","226.0","19.26",0,0,0,525804744,36406555,1364854,515037916
"20:51:50 2008-Apr-22","226.0","20.44",0,0,0,534154604,36984030,1378855,523265964
"20:51:51 2008-Apr-22","227.0","19.44",0,0,0,517795849,35854522,1351104,512782632
"20:51:52 2008-Apr-22","226.0","20.62","9.9","79.21","6.34",535094663,37062385,1383453,534597111
"20:51:53 2008-Apr-22","226.0","19.35",24,304,"9.2",516594004,35783265,1352238,515055922
"20:51:54 2008-Apr-22","225.0","21.52",0,0,0,534836264,37051916,1374508,533640579
"20:51:55 2008-Apr-22",225,"19.64",0,0,0,528675426,36614525,1366818,527761735
"20:51:56 2008-Apr-22","225.0","21.37",0,0,0,522443762,36192874,1349616,522855230
"20:51:57 2008-Apr-22","225.0","20.63","2.97","23.76","3.17",535126809,37072828,1389842,535632816
"20:51:58 2008-Apr-22","226.0","20.44","13.86","158.42","6.73",529400445,36670529,1369906,529654120
"20:51:59 2008-Apr-22","225.0","19.45",0,0,0,521798495,36145631,1350967,519756352
"20:52:00 2008-Apr-22","226.0","21.43",0,0,0,534880774,37047312,1375724,533435329
"20:52:01 2008-Apr-22","226.0","18.10",0,0,0,516383829,35761263,1338145,516723967
"20:52:02 2008-Apr-22","225.0","22.81",16,128,"9.6",534865397,37067275,1381309,534200151
"20:52:03 2008-Apr-22","226.0","18.91",13,144,"6.8",525701328,36404599,1366736,521986390
"20:52:04 2008-Apr-22","226.0","23.14",0,0,0,525668069,36394239,1352785,514503536
"20:52:05 2008-Apr-22","226.0","18.83",0,0,0,531183305,36782397,1377468,519915976
"20:52:06 2008-Apr-22","226.0","20.81",0,0,0,611722359,36755362,1575261,561088402
"20:52:07 2008-Apr-22","226.0","22.43","1.94","15.53","2.72",557272450,36595855,1514647,532387727
"20:52:08 2008-Apr-22","226.0","20.01",0,0,0,523739089,36262128,1359069,513559764
"20:52:09 2008-Apr-22","227.0","19.17","13.86","158.42","7.13",535271185,37059633,1386124,523909467
"20:52:10 2008-Apr-22","225.0","21.64",0,0,0,640793813,36791023,1724529,577944560
"20:52:11 2008-Apr-22","226.0","20.38",0,0,0,516183323,35762856,1345702,516892694
"20:52:12 2008-Apr-22","227.0","19.64",2,16,"2.4",534897213,37058575,1379665,534254758
"20:52:13 2008-Apr-22","226.0","20.44",0,0,0,532755870,36910881,1387942,532279266
"20:52:14 2008-Apr-22","224.0","19.54",12,144,"7.2",518296760,35901680,1335393,517858775
"20:52:15 2008-Apr-22","225.0","21.22",0,0,0,534887003,37054306,1384085,534789163
"20:52:16 2008-Apr-22","226.0","19.64",0,0,0,535026210,37071089,1383404,535275416
"20:52:17 2008-Apr-22","225.0","20.90","0.97","7.77","2.33",516337131,35766693,1342732,512556150
"20:52:18 2008-Apr-22","226.0","19.26",0,0,0,535340328,37066541,1387311,525449216
"20:52:19 2008-Apr-22","225.0","19.64",13,160,"7.2",525413741,36396921,1360984,524085980
"20:52:20 2008-Apr-22","226.0","21.26",0,0,0,525754722,36404055,1351537,513921794
"20:52:21 2008-Apr-22","225.0","19.64",0,0,0,535239298,37055878,1386824,523500093
"20:52:22 2008-Apr-22","226.0","19.91","0.97","7.77","2.72",525818767,36401133,1356144,514387185
"20:52:23 2008-Apr-22","226.0","20.00",0,0,0,526012768,36414409,1364672,515277705
"20:52:24 2008-Apr-22","226.0","18.82","19.8","285.15","7.13",526370553,36438223,1362125,515209324
"20:52:25 2008-Apr-22","226.0","20.81",0,0,0,534539227,37026929,1382990,530659973
"20:52:26 2008-Apr-22","226.0","19.64",0,0,0,535065868,37068161,1383901,534982641
"20:52:27 2008-Apr-22","226.0","20.28","9.9","79.21","5.94",516110619,35734425,1336640,512187301
"20:52:28 2008-Apr-22","225.0","19.73",0,0,0,534923917,37062658,1378568,534599593
"20:52:29 2008-Apr-22","226.0","20.28",16,176,"8.4",516141533,35745124,1340804,517147682
"20:52:30 2008-Apr-22","224.0","19.73",0,0,0,534918512,37052545,1377554,534285095
"20:52:31 2008-Apr-22","225.0","20.44",0,0,0,535231647,37088431,1391377,535748474
"20:52:32 2008-Apr-22","226.0","19.54","6.93","55.45","3.96",516126876,35737851,1334286,516256558
"20:52:33 2008-Apr-22","225.0","21.43",0,0,0,535149567,37078499,1389332,535298341
"20:52:34 2008-Apr-22","224.0","19.54",14,160,"7.2",515930266,35747844,1331275,517859368
"20:52:35 2008-Apr-22","224.0","20.44",0,0,0,534959759,37044829,1381003,533972372
"20:52:36 2008-Apr-22",225,"20.61",0,0,0,535298308,37088102,1391053,536132030
"20:52:37 2008-Apr-22","226.0","20.28","15.84","126.73","9.9",516367401,35756854,1340544,513014816
"20:52:38 2008-Apr-22","226.0","19.73",0,0,0,534845700,37049523,1377318,534244657
"20:52:39 2008-Apr-22","226.0","20.62","12.75","141.18","6.67",535107726,37074269,1392881,535916278
"20:52:40 2008-Apr-22","224.0","20.38",0,0,0,515974636,35724623,1326528,515459306
"20:52:41 2008-Apr-22","225.0","19.64",0,0,0,534882463,37071495,1384136,536074328
"20:52:42 2008-Apr-22","225.0","20.81","2.94","23.53","2.75",516142333,35745971,1328689,507735142
"20:52:43 2008-Apr-22","226.0","19.17",0,0,0,535071660,37057047,1387846,533814270
"20:52:44 2008-Apr-22","225.0","20.44","13.86","158.42","7.52",521476102,36121437,1349099,522050990
"20:52:45 2008-Apr-22","226.0","20.54",0,0,0,529296089,36680099,1365168,529231770
"20:52:46 2008-Apr-22","225.0","20.44",0,0,0,531344295,36808241,1372934,529680173
"20:52:47 2008-Apr-22","225.0","19.45","1.98","15.84","2.77",523522824,36037080,1399999,512132394
"20:52:48 2008-Apr-22","225.0","20.44",0,0,0,532053310,36832899,1373722,520355109
"20:52:49 2008-Apr-22","225.0","20.10","16.67","203.92","7.45",529155357,36632723,1378080,519256514
"20:52:50 2008-Apr-22","227.0","19.64",0,0,0,526732072,36475492,1356312,515416686
"20:52:51 2008-Apr-22","226.0","20.38",0,0,0,525144145,36359152,1365399,515131815
"20:52:52 2008-Apr-22","226.0","19.64","1.94","15.53","1.94",535231492,37057406,1381235,525436812
"20:52:53 2008-Apr-22","226.0","19.64",0,0,0,534978342,37069064,1384199,535135730
"20:52:54 2008-Apr-22","227.0","20.28","14.85","213.86","7.13",516127791,35747814,1332838,515988658
"20:52:55 2008-Apr-22","225.0","19.73",0,0,0,535018776,37064541,1384394,535118233
"20:52:56 2008-Apr-22","226.0","19.73",0,0,0,517933801,35880050,1340613,518791267
"20:52:57 2008-Apr-22","225.0","20.28","4.95","39.6","3.96",533315938,36941512,1382688,529935808
"20:52:58 2008-Apr-22","226.0","20.72",0,0,0,534867036,37059009,1375662,533909558
"20:52:59 2008-Apr-22","226.0","20.18",16,176,8,518602357,35920484,1347098,519061695
"20:53:00 2008-Apr-22","224.0","19.73",0,0,0,532688212,36883506,1370755,523826733
"20:53:01 2008-Apr-22","226.0","21.44",0,0,0,535105983,37065295,1383553,531565012
"20:53:02 2008-Apr-22","226.0","21.42","0.99","7.92","1.98",534903903,37053733,1378931,533884427
"20:53:03 2008-Apr-22","226.0","19.54",0,0,0,516083554,35744422,1333947,516266869
"20:53:04 2008-Apr-22","225.0","20.44",14,160,"6.8",534985183,37059353,1382723,535025156
"20:53:05 2008-Apr-22","226.0","20.38",0,0,0,516025328,35740908,1335597,515659398
"20:53:06 2008-Apr-22","226.0","19.55",0,0,0,535298798,37068783,1381640,524254817
"20:53:07 2008-Apr-22","226.0","19.82","6.67","53.33","3.43",525644055,36404639,1359512,519154131
"20:53:08 2008-Apr-22","226.0","20.18",0,0,0,525630134,36389781,1356684,515474965
"20:53:09 2008-Apr-22","226.0","20.37","12.75","141.18","7.06",525553262,36400276,1364339,521745855
"20:53:10 2008-Apr-22","225.0","19.64",0,0,0,525777512,36405561,1356948,519574251
"20:53:11 2008-Apr-22","225.0","22.43",0,0,0,646595914,37216856,1754419,593802298
"20:53:12 2008-Apr-22","225.0","20.38",17,136,"9.2",525507851,36392305,1361611,524639745
"20:53:13 2008-Apr-22","227.0","19.73",0,0,0,525938449,36419960,1367319,515617755
"20:53:14 2008-Apr-22","225.0","19.64","13.73","156.86","7.06",529518890,36655039,1370536,518221444
"20:53:15 2008-Apr-22","226.0","19.08",0,0,0,637113279,36536547,1713958,573084112
"20:53:16 2008-Apr-22","226.0","21.53",0,0,0,535498510,37080392,1393414,525502817
"20:53:17 2008-Apr-22","227.0","20.90","3.96","31.68","3.17",525843607,36412742,1368274,516081175
"20:53:18 2008-Apr-22","227.0","19.17",0,0,0,525698307,36400681,1353109,515934044
"20:53:19 2008-Apr-22","227.0","24.32","20.79","269.31","7.92",578889217,36953675,1561378,611979403
"20:53:20 2008-Apr-22","225.0","19.45",0,0,0,520443695,36051223,1345989,514024856
"20:53:21 2008-Apr-22","226.0","20.44",0,0,0,535231782,37070312,1389811,525020482
"20:53:22 2008-Apr-22","226.0","19.17","2.86","22.86","3.81",525575095,36394025,1355910,514718872
"20:53:23 2008-Apr-22","226.0","20.01",0,0,0,525438697,36392910,1358619,524151317
"20:53:24 2008-Apr-22","224.0","20.44",0,0,0,525659598,36407008,1362616,519661135
"20:53:25 2008-Apr-22","226.0","19.44","12.62","155.34","6.99",535282632,37059697,1384912,523752447
"20:53:26 2008-Apr-22","226.0","20.44",0,0,0,525849697,36406964,1357016,514245263
"20:53:27 2008-Apr-22","227.0","19.80","2.94","23.53","2.75",532887226,36892854,1378468,521227449
"20:53:28 2008-Apr-22","226.0","19.88",0,0,0,528089003,36555843,1361951,516299135
"20:53:29 2008-Apr-22","226.0","19.64",0,0,0,535438192,37078136,1392781,525112317
"20:53:30 2008-Apr-22","226.0","20.01","12.75","156.86","7.45",531644040,36808416,1372019,520863985
"20:53:31 2008-Apr-22","226.0","20.01",0,0,0,519868371,36008730,1353593,519786948
"20:53:32 2008-Apr-22","226.0","19.64",5,40,"3.2",533372611,36947275,1377151,533171915
"20:53:33 2008-Apr-22","225.0","20.28",0,0,0,517703437,35850676,1342439,511793382
"20:53:34 2008-Apr-22","225.0","19.73",0,0,0,535047007,37070558,1385457,533437021
"20:53:35 2008-Apr-22","226.0","19.91","15.38","169.23","7.31",525745993,36409104,1365354,514772835
"20:53:36 2008-Apr-22","225.0","20.01",0,0,0,535364938,37069554,1387619,524264676
"20:53:37 2008-Apr-22","227.0","19.91","1.98","15.84","3.17",516436162,35753456,1342612,507090225
"20:53:38 2008-Apr-22","226.0","19.82",0,0,0,534865442,37058542,1379253,532440716
"20:53:39 2008-Apr-22","226.0","20.35",0,0,0,535017568,37068247,1386955,531537937
"20:53:40 2008-Apr-22","225.0","19.54",13,160,"7.2",516033518,35730576,1332191,515170070
"20:53:41 2008-Apr-22","226.0","20.81",0,0,0,535009851,37064475,1387094,530543790
"20:53:42 2008-Apr-22","226.0","19.08","0.98","7.84","1.96",516350130,35741106,1331540,505925738
"20:53:43 2008-Apr-22","225.0","19.73",0,0,0,534909713,37061885,1379512,532978528
"20:53:44 2008-Apr-22","226.0","20.18",0,0,0,525649985,36393088,1360310,517289495
"20:53:45 2008-Apr-22","226.0","20.10","12.75","141.18","7.84",517991421,35856041,1342839,507358365
"20:53:46 2008-Apr-22","227.0","19.64",0,0,0,533942799,36969639,1384610,524692190
"20:53:47 2008-Apr-22","226.0","21.36","9.8","109.8","5.88",521106525,35877579,1385034,513162041
"20:53:48 2008-Apr-22","227.0","19.64",0,0,0,533401813,36940439,1372592,527179832
"20:53:49 2008-Apr-22","225.0","20.38",0,0,0,528054479,36573223,1372316,528454144
"20:53:50 2008-Apr-22","225.0","19.64",16,248,"7.6",523202076,36236773,1353767,523195353
"20:53:51 2008-Apr-22","225.0","21.45",0,0,0,535269057,37090878,1393783,533559042
"20:53:52 2008-Apr-22","226.0","19.45",7,56,4,516096413,35743037,1334082,516328093
"20:53:53 2008-Apr-22","225.0","20.44",0,0,0,535088860,37061333,1387098,535622655
"20:53:54 2008-Apr-22","225.0","19.54",0,0,0,525390297,36393106,1355193,524248006
"20:53:55 2008-Apr-22","224.0","20.44","12.87","142.57","7.52",525952353,36423439,1363530,518694063
"20:53:56 2008-Apr-22","226.0","19.73",0,0,0,535050793,37070142,1383758,535381301
"20:53:57 2008-Apr-22","225.0","20.28",2,16,"2.4",525579849,36406905,1364966,525594028
"20:53:58 2008-Apr-22","226.0","19.64",0,0,0,525765667,36399316,1353168,514343367
"20:53:59 2008-Apr-22","226.0","21.34",0,0,0,535235295,37072778,1386736,524064369
"20:54:00 2008-Apr-22","226.0","18.78","13.46","153.85","6.54",519892683,36007860,1341601,511265451
"20:54:01 2008-Apr-22","226.0","20.44",0,0,0,531292675,36800343,1375518,531177756
"20:54:02 2008-Apr-22","226.0","19.64","2.97","23.76","2.77",534850207,37053777,1378239,534843062
"20:54:03 2008-Apr-22","225.0","21.27",0,0,0,525476480,36395796,1357994,524613676
"20:54:04 2008-Apr-22","224.0","20.73",0,0,0,525667367,36396287,1351156,513847375
"20:54:05 2008-Apr-22","226.0","22.40","12.87","142.57","6.73",535201601,37073004,1387202,534967665
"20:54:06 2008-Apr-22","226.0","20.54",0,0,0,525584772,36405117,1359017,525250419
"20:54:07 2008-Apr-22","225.5","21.42","5.83","46.6","4.66",525932075,36409204,1359097,515123462
"20:54:08 2008-Apr-22","225.0","19.17",0,0,0,532892498,36899766,1372427,520805207
"20:54:09 2008-Apr-22","224.0","20.62",0,0,0,528146807,36556390,1367415,516956300
"20:54:10 2008-Apr-22","227.0","20.34","16.83","190.1","7.92",522117377,36156156,1356971,518334306
"20:54:11 2008-Apr-22","227.0","21.50",0,0,0,529416247,36688160,1374798,531417362
"20:54:12 2008-Apr-22","226.0","20.72","1.98","15.84","2.38",534952136,37057763,1381509,534103084
"20:54:13 2008-Apr-22","225.0","20.18",0,0,0,516283787,35755153,1344403,515943753
"20:54:14 2008-Apr-22","226.0","20.81",0,0,0,534854711,37045752,1378055,531509818
"20:54:15 2008-Apr-22","225.0","21.10",0,0,0,525950744,36422857,1374803,518789586
"20:54:16 2008-Apr-22","225.0","22.52","20.39","264.08","7.38",637224541,36557158,1722237,575805927
"20:54:17 2008-Apr-22","225.0","19.64","1.94","15.53","3.11",535240919,37055189,1395533,524703682
"20:54:18 2008-Apr-22","227.0","19.10",0,0,0,525994201,36418072,1358758,515277891
"20:54:19 2008-Apr-22","227.0","20.83",0,0,0,525840406,36400055,1361473,514469132
"20:54:20 2008-Apr-22","227.0","18.35",0,0,0,525759413,36400393,1362504,514809723
"20:54:21 2008-Apr-22","226.0","22.34","12.75","149.02","7.45",640876892,36819883,1738183,586852499
"20:54:22 2008-Apr-22","227.0","20.38","14.85","118.81","7.52",524415446,36318658,1349595,515155786
"20:54:23 2008-Apr-22","227.0","19.64",0,0,0,526618376,36480415,1364635,522356586
"20:54:24 2008-Apr-22","226.0","19.64",0,0,0,534813421,37041563,1374122,533532048
"20:54:25 2008-Apr-22","225.0","20.38",0,0,0,525224115,36373489,1370735,518103993
"20:54:26 2008-Apr-22","226.0","19.73","12.75","156.86","6.67",526555268,36461378,1364800,516309932
"20:54:27 2008-Apr-22","226.0","19.91","4.9","39.22","3.14",525769862,36395980,1360218,514229607
"20:54:28 2008-Apr-22","226.0","20.29",0,0,0,535197759,37053004,1380458,523921665
"20:54:29 2008-Apr-22","226.0","19.08",0,0,0,516336476,35748070,1338234,506284313
"20:54:30 2008-Apr-22","226.0","20.44",0,0,0,535242075,37073682,1387617,534566420
"20:54:31 2008-Apr-22","226.0","19.54",12,144,"7.2",516381047,35779253,1344780,517314434
"20:54:32 2008-Apr-22","225.0","20.53","4.9","39.22","3.14",535158370,37067602,1385479,533963327
"20:54:33 2008-Apr-22","226.0","19.54",0,0,0,525767338,36404538,1368677,518164158
"20:54:34 2008-Apr-22","225.0","20.44",0,0,0,526667853,36465613,1354508,514812873
"20:54:35 2008-Apr-22","226.0","19.73",0,0,0,534516838,37012274,1387423,523429073
"20:54:36 2008-Apr-22","225.0","20.38","12.87","158.42","7.13",516275818,35754959,1337558,515637138
"20:54:37 2008-Apr-22","227.0","19.64","0.99","7.92","2.38",535055519,37073089,1389537,534261690
"20:54:38 2008-Apr-22","225.0","20.38",0,0,0,525498213,36381098,1351958,516666563
"20:54:39 2008-Apr-22","225.0","19.64",0,0,0,525854533,36408586,1360124,514256192
"20:54:40 2008-Apr-22","225.0","19.64",0,0,0,535300340,37072498,1381165,523863827
"20:54:41 2008-Apr-22","226.0","20.01","12.75","141.18","7.06",526016385,36408578,1370149,515459991
"20:54:42 2008-Apr-22","227.0","20.01","5.88","47.06","3.53",527979979,36547123,1360097,516221980
"20:54:43 2008-Apr-22","226.0","19.73",0,0,0,533118323,36912301,1378448,521669190
"20:54:44 2008-Apr-22","227.0","20.71",0,0,0,525592185,36383396,1352781,513646747
"20:54:45 2008-Apr-22","226.0","19.26",0,0,0,535616462,37076483,1394833,525431309
"20:54:46 2008-Apr-22","227.0","20.53","22.12","307.69","8.46",528957877,36618274,1368652,517663721
